Epidemiology Wk,Start,End,Disease,Cases
95,21/10/2018,27/10/2018,Yellow Fever,0
96,28/10/2018,3/11/2018,Yellow Fever,0
97,4/11/2018,10/11/2018,Yellow Fever,0
98,11/11/2018,17/11/2018,Yellow Fever,0
99,18/11/2018,24/11/2018,Yellow Fever,0
100,25/11/2018,1/12/2018,Yellow Fever,0
101,2/12/2018,8/12/2018,Yellow Fever,0
102,9/12/2018,15/12/2018,Yellow Fever,0
103,16/12/2018,22/12/2018,Yellow Fever,0
104,23/12/2018,29/12/2018,Yellow Fever,0
105,30/12/2018,5/1/2019,Yellow Fever,0
106,6/1/2019,12/1/2019,Yellow Fever,0
107,13/1/2019,19/1/2019,Yellow Fever,0
108,20/1/2019,26/1/2019,Yellow Fever,0
109,27/1/2019,2/2/2019,Yellow Fever,0
110,3/2/2019,9/2/2019,Yellow Fever,0
111,10/2/2019,16/2/2019,Yellow Fever,0
112,17/2/2019,23/2/2019,Yellow Fever,0
113,24/2/2019,2/3/2019,Yellow Fever,0
114,3/3/2019,9/3/2019,Yellow Fever,0
115,10/3/2019,16/3/2019,Yellow Fever,0
116,17/3/2019,23/3/2019,Yellow Fever,0
117,24/3/2019,30/3/2019,Yellow Fever,0
118,31/3/2019,6/4/2019,Yellow Fever,0
119,7/4/2019,13/4/2019,Yellow Fever,0
120,14/4/2019,20/4/2019,Yellow Fever,0
121,21/4/2019,27/4/2019,Yellow Fever,0
122,28/4/2019,4/5/2019,Yellow Fever,0
123,5/5/2019,11/5/2019,Yellow Fever,0
124,12/5/2019,18/5/2019,Yellow Fever,0
125,19/5/2019,25/5/2019,Yellow Fever,0
126,26/5/2019,1/6/2019,Yellow Fever,0
127,2/6/2019,8/6/2019,Yellow Fever,0
128,9/6/2019,15/6/2019,Yellow Fever,0
129,16/6/2019,22/6/2019,Yellow Fever,0
130,23/6/2019,29/6/2019,Yellow Fever,0
131,30/6/2019,6/7/2019,Yellow Fever,0
132,7/7/2019,13/7/2019,Yellow Fever,0
133,14/7/2019,20/7/2019,Yellow Fever,0
134,21/7/2019,27/7/2019,Yellow Fever,0
135,28/7/2019,3/8/2019,Yellow Fever,0
136,4/8/2019,10/8/2019,Yellow Fever,0
137,11/8/2019,17/8/2019,Yellow Fever,0
138,18/8/2019,24/8/2019,Yellow Fever,0
139,25/8/2019,31/8/2019,Yellow Fever,0
140,1/9/2019,7/9/2019,Yellow Fever,0
141,8/9/2019,14/9/2019,Yellow Fever,0
142,15/9/2019,21/9/2019,Yellow Fever,0
143,22/9/2019,28/9/2019,Yellow Fever,0
144,29/9/2019,5/10/2019,Yellow Fever,0
145,6/10/2019,12/10/2019,Yellow Fever,0
146,13/10/2019,19/10/2019,Yellow Fever,0
147,20/10/2019,26/10/2019,Yellow Fever,0
148,27/10/2019,2/11/2019,Yellow Fever,0
149,3/11/2019,9/11/2019,Yellow Fever,0
150,10/11/2019,16/11/2019,Yellow Fever,0
151,17/11/2019,23/11/2019,Yellow Fever,0
152,24/11/2019,30/11/2019,Yellow Fever,0
153,1/12/2019,7/12/2019,Yellow Fever,0
154,8/12/2019,14/12/2019,Yellow Fever,0
155,15/12/2019,21/12/2019,Yellow Fever,0
156,22/12/2019,28/12/2019,Yellow Fever,0
157,29/12/2019,4/1/2020,Yellow Fever,0
158,5/1/2020,11/1/2020,Yellow Fever,0
159,12/1/2020,18/1/2020,Yellow Fever,0
160,19/1/2020,25/1/2020,Yellow Fever,0
161,26/1/2020,1/2/2020,Yellow Fever,0
162,2/2/2020,8/2/2020,Yellow Fever,0
163,9/2/2020,15/2/2020,Yellow Fever,0
164,16/2/2020,22/2/2020,Yellow Fever,0
165,23/2/2020,29/2/2020,Yellow Fever,0
166,1/3/2020,7/3/2020,Yellow Fever,0
167,8/3/2020,14/3/2020,Yellow Fever,0
168,15/3/2020,21/3/2020,Yellow Fever,0
169,22/3/2020,28/3/2020,Yellow Fever,0
170,29/3/2020,4/4/2020,Yellow Fever,0
171,5/4/2020,11/4/2020,Yellow Fever,0
172,12/4/2020,18/4/2020,Yellow Fever,0
173,19/4/2020,25/4/2020,Yellow Fever,0
174,26/4/2020,2/5/2020,Yellow Fever,0
175,3/5/2020,9/5/2020,Yellow Fever,0
176,10/5/2020,16/5/2020,Yellow Fever,0
177,17/5/2020,23/5/2020,Yellow Fever,0
178,24/5/2020,30/5/2020,Yellow Fever,0
179,31/5/2020,6/6/2020,Yellow Fever,0
180,7/6/2020,13/6/2020,Yellow Fever,0
181,14/6/2020,20/6/2020,Yellow Fever,0
182,21/6/2020,27/6/2020,Yellow Fever,0
183,28/6/2020,4/7/2020,Yellow Fever,0
184,5/7/2020,11/7/2020,Yellow Fever,0
185,12/7/2020,18/7/2020,Yellow Fever,0
186,19/7/2020,25/7/2020,Yellow Fever,0
187,26/7/2020,1/8/2020,Yellow Fever,0
188,2/8/2020,8/8/2020,Yellow Fever,0
189,9/8/2020,15/8/2020,Yellow Fever,0
190,16/8/2020,22/8/2020,Yellow Fever,0
191,23/8/2020,29/8/2020,Yellow Fever,0
192,30/8/2020,5/9/2020,Yellow Fever,0
193,6/9/2020,12/9/2020,Yellow Fever,0
194,13/9/2020,19/9/2020,Yellow Fever,0
195,20/9/2020,26/9/2020,Yellow Fever,0
196,27/9/2020,3/10/2020,Yellow Fever,0
197,4/10/2020,10/10/2020,Yellow Fever,0
198,11/10/2020,17/10/2020,Yellow Fever,0
199,18/10/2020,24/10/2020,Yellow Fever,0
200,25/10/2020,31/10/2020,Yellow Fever,0
201,1/11/2020,7/11/2020,Yellow Fever,0
202,8/11/2020,14/11/2020,Yellow Fever,0
203,15/11/2020,21/11/2020,Yellow Fever,0
204,22/11/2020,28/11/2020,Yellow Fever,0
205,29/11/2020,5/12/2020,Yellow Fever,0
206,6/12/2020,12/12/2020,Yellow Fever,0
207,13/12/2020,19/12/2020,Yellow Fever,0
208,20/12/2020,26/12/2020,Yellow Fever,0
209,27/12/2020,2/1/2021,Yellow Fever,0
1,1/1/2017,7/1/2017,Dengue ,70
2,8/1/2017,14/1/2017,Dengue ,90
3,15/1/2017,21/1/2017,Dengue ,73
4,22/1/2017,28/1/2017,Dengue ,63
5,29/1/2017,4/2/2017,Dengue ,62
6,5/2/2017,11/2/2017,Dengue ,77
7,12/2/2017,18/2/2017,Dengue ,51
8,19/2/2017,25/2/2017,Dengue ,54
9,26/2/2017,4/3/2017,Dengue ,41
10,5/3/2017,11/3/2017,Dengue ,32
11,12/3/2017,18/3/2017,Dengue ,34
12,19/3/2017,25/3/2017,Dengue ,32
13,26/3/2017,1/4/2017,Dengue ,49
14,2/4/2017,8/4/2017,Dengue ,37
15,9/4/2017,15/4/2017,Dengue ,32
16,16/4/2017,22/4/2017,Dengue ,51
17,23/4/2017,29/4/2017,Dengue ,37
18,30/4/2017,6/5/2017,Dengue ,42
19,7/5/2017,13/5/2017,Dengue ,48
20,14/5/2017,20/5/2017,Dengue ,48
21,21/5/2017,27/5/2017,Dengue ,50
22,28/5/2017,3/6/2017,Dengue ,66
23,4/6/2017,10/6/2017,Dengue ,62
24,11/6/2017,17/6/2017,Dengue ,79
25,18/6/2017,24/6/2017,Dengue ,73
26,25/6/2017,1/7/2017,Dengue ,75
27,2/7/2017,8/7/2017,Dengue ,63
28,9/7/2017,15/7/2017,Dengue ,53
29,16/7/2017,22/7/2017,Dengue ,51
30,23/7/2017,29/7/2017,Dengue ,66
31,30/7/2017,5/8/2017,Dengue ,60
32,6/8/2017,12/8/2017,Dengue ,56
33,13/8/2017,19/8/2017,Dengue ,52
34,20/8/2017,26/8/2017,Dengue ,51
35,27/8/2017,2/9/2017,Dengue ,33
36,3/9/2017,9/9/2017,Dengue ,40
37,10/9/2017,16/9/2017,Dengue ,53
38,17/9/2017,23/9/2017,Dengue ,58
39,24/9/2017,30/9/2017,Dengue ,39
40,1/10/2017,7/10/2017,Dengue ,51
41,8/10/2017,14/10/2017,Dengue ,55
42,15/10/2017,21/10/2017,Dengue ,62
43,22/10/2017,28/10/2017,Dengue ,77
44,29/10/2017,4/11/2017,Dengue ,62
45,5/11/2017,11/11/2017,Dengue ,44
46,12/11/2017,18/11/2017,Dengue ,50
47,19/11/2017,25/11/2017,Dengue ,24
48,26/11/2017,2/12/2017,Dengue ,37
49,3/12/2017,9/12/2017,Dengue ,33
50,10/12/2017,16/12/2017,Dengue ,40
51,17/12/2017,23/12/2017,Dengue ,51
52,24/12/2017,30/12/2017,Dengue ,66
53,31/12/2017,6/1/2018,Dengue ,83
54,7/1/2018,13/1/2018,Dengue ,68
55,14/1/2018,20/1/2018,Dengue ,54
56,21/1/2018,27/1/2018,Dengue ,45
57,28/1/2018,3/2/2018,Dengue ,48
58,4/2/2018,10/2/2018,Dengue ,50
59,11/2/2018,17/2/2018,Dengue ,28
60,18/2/2018,24/2/2018,Dengue ,38
61,25/2/2018,3/3/2018,Dengue ,51
62,4/3/2018,10/3/2018,Dengue ,37
63,11/3/2018,17/3/2018,Dengue ,37
64,18/3/2018,24/3/2018,Dengue ,36
65,25/3/2018,31/3/2018,Dengue ,24
66,1/4/2018,7/4/2018,Dengue ,38
67,8/4/2018,14/4/2018,Dengue ,38
68,15/4/2018,21/4/2018,Dengue ,56
69,22/4/2018,28/4/2018,Dengue ,55
70,29/4/2018,5/5/2018,Dengue ,74
71,6/5/2018,12/5/2018,Dengue ,62
72,13/5/2018,19/5/2018,Dengue ,63
73,20/5/2018,26/5/2018,Dengue ,64
74,27/5/2018,2/6/2018,Dengue ,52
75,3/6/2018,9/6/2018,Dengue ,75
76,10/6/2018,16/6/2018,Dengue ,55
77,17/6/2018,23/6/2018,Dengue ,59
78,24/6/2018,30/6/2018,Dengue ,75
79,1/7/2018,7/7/2018,Dengue ,56
80,8/7/2018,14/7/2018,Dengue ,44
81,15/7/2018,21/7/2018,Dengue ,41
82,22/7/2018,28/7/2018,Dengue ,56
83,29/7/2018,4/8/2018,Dengue ,50
84,5/8/2018,11/8/2018,Dengue ,59
85,12/8/2018,18/8/2018,Dengue ,42
86,19/8/2018,25/8/2018,Dengue ,66
87,26/8/2018,1/9/2018,Dengue ,75
88,2/9/2018,8/9/2018,Dengue ,75
89,9/9/2018,15/9/2018,Dengue ,49
90,16/9/2018,22/9/2018,Dengue ,63
91,23/9/2018,29/9/2018,Dengue ,40
92,30/9/2018,6/10/2018,Dengue ,51
93,7/10/2018,13/10/2018,Dengue ,51
94,14/10/2018,20/10/2018,Dengue ,60
95,21/10/2018,27/10/2018,Dengue ,78
96,28/10/2018,3/11/2018,Dengue ,75
97,4/11/2018,10/11/2018,Dengue ,71
98,11/11/2018,17/11/2018,Dengue ,78
99,18/11/2018,24/11/2018,Dengue ,97
100,25/11/2018,1/12/2018,Dengue ,109
101,2/12/2018,8/12/2018,Dengue ,114
102,9/12/2018,15/12/2018,Dengue ,107
103,16/12/2018,22/12/2018,Dengue ,127
104,23/12/2018,29/12/2018,Dengue ,160
105,30/12/2018,5/1/2019,Dengue ,205
106,6/1/2019,12/1/2019,Dengue ,245
107,13/1/2019,19/1/2019,Dengue ,207
108,20/1/2019,26/1/2019,Dengue ,221
109,27/1/2019,2/2/2019,Dengue ,179
110,3/2/2019,9/2/2019,Dengue ,135
111,10/2/2019,16/2/2019,Dengue ,232
112,17/2/2019,23/2/2019,Dengue ,181
113,24/2/2019,2/3/2019,Dengue ,156
114,3/3/2019,9/3/2019,Dengue ,133
115,10/3/2019,16/3/2019,Dengue ,109
116,17/3/2019,23/3/2019,Dengue ,96
117,24/3/2019,30/3/2019,Dengue ,99
118,31/3/2019,6/4/2019,Dengue ,108
119,7/4/2019,13/4/2019,Dengue ,125
120,14/4/2019,20/4/2019,Dengue ,134
121,21/4/2019,27/4/2019,Dengue ,156
122,28/4/2019,4/5/2019,Dengue ,192
123,5/5/2019,11/5/2019,Dengue ,287
124,12/5/2019,18/5/2019,Dengue ,307
125,19/5/2019,25/5/2019,Dengue ,376
126,26/5/2019,1/6/2019,Dengue ,400
127,2/6/2019,8/6/2019,Dengue ,396
128,9/6/2019,15/6/2019,Dengue ,464
129,16/6/2019,22/6/2019,Dengue ,430
130,23/6/2019,29/6/2019,Dengue ,492
131,30/6/2019,6/7/2019,Dengue ,591
132,7/7/2019,13/7/2019,Dengue ,661
133,14/7/2019,20/7/2019,Dengue ,644
134,21/7/2019,27/7/2019,Dengue ,601
135,28/7/2019,3/8/2019,Dengue ,597
136,4/8/2019,10/8/2019,Dengue ,521
137,11/8/2019,17/8/2019,Dengue ,522
138,18/8/2019,24/8/2019,Dengue ,474
139,25/8/2019,31/8/2019,Dengue ,412
140,1/9/2019,7/9/2019,Dengue ,326
141,8/9/2019,14/9/2019,Dengue ,314
142,15/9/2019,21/9/2019,Dengue ,299
143,22/9/2019,28/9/2019,Dengue ,258
144,29/9/2019,5/10/2019,Dengue ,243
145,6/10/2019,12/10/2019,Dengue ,227
146,13/10/2019,19/10/2019,Dengue ,239
147,20/10/2019,26/10/2019,Dengue ,241
148,27/10/2019,2/11/2019,Dengue ,306
149,3/11/2019,9/11/2019,Dengue ,321
150,10/11/2019,16/11/2019,Dengue ,372
151,17/11/2019,23/11/2019,Dengue ,328
152,24/11/2019,30/11/2019,Dengue ,295
153,1/12/2019,7/12/2019,Dengue ,280
154,8/12/2019,14/12/2019,Dengue ,257
155,15/12/2019,21/12/2019,Dengue ,226
156,22/12/2019,28/12/2019,Dengue ,290
157,29/12/2019,4/1/2020,Dengue ,302
158,5/1/2020,11/1/2020,Dengue ,342
159,12/1/2020,18/1/2020,Dengue ,402
160,19/1/2020,25/1/2020,Dengue ,307
161,26/1/2020,1/2/2020,Dengue ,370
162,2/2/2020,8/2/2020,Dengue ,400
163,9/2/2020,15/2/2020,Dengue ,378
164,16/2/2020,22/2/2020,Dengue ,380
165,23/2/2020,29/2/2020,Dengue ,373
166,1/3/2020,7/3/2020,Dengue ,375
167,8/3/2020,14/3/2020,Dengue ,389
168,15/3/2020,21/3/2020,Dengue ,367
169,22/3/2020,28/3/2020,Dengue ,377
170,29/3/2020,4/4/2020,Dengue ,315
171,5/4/2020,11/4/2020,Dengue ,341
172,12/4/2020,18/4/2020,Dengue ,360
173,19/4/2020,25/4/2020,Dengue ,399
174,26/4/2020,2/5/2020,Dengue ,390
175,3/5/2020,9/5/2020,Dengue ,502
176,10/5/2020,16/5/2020,Dengue ,524
177,17/5/2020,23/5/2020,Dengue ,618
178,24/5/2020,30/5/2020,Dengue ,731
179,31/5/2020,6/6/2020,Dengue ,868
180,7/6/2020,13/6/2020,Dengue ,1151
181,14/6/2020,20/6/2020,Dengue ,1369
182,21/6/2020,27/6/2020,Dengue ,1460
183,28/6/2020,4/7/2020,Dengue ,1444
184,5/7/2020,11/7/2020,Dengue ,1665
185,12/7/2020,18/7/2020,Dengue ,1725
186,19/7/2020,25/7/2020,Dengue ,1791
187,26/7/2020,1/8/2020,Dengue ,1376
188,2/8/2020,8/8/2020,Dengue ,1667
189,9/8/2020,15/8/2020,Dengue ,1336
190,16/8/2020,22/8/2020,Dengue ,1285
191,23/8/2020,29/8/2020,Dengue ,1153
192,30/8/2020,5/9/2020,Dengue ,937
193,6/9/2020,12/9/2020,Dengue ,725
194,13/9/2020,19/9/2020,Dengue ,671
195,20/9/2020,26/9/2020,Dengue ,590
196,27/9/2020,3/10/2020,Dengue ,605
197,4/10/2020,10/10/2020,Dengue ,528
198,11/10/2020,17/10/2020,Dengue ,591
199,18/10/2020,24/10/2020,Dengue ,563
200,25/10/2020,31/10/2020,Dengue ,440
201,1/11/2020,7/11/2020,Dengue ,408
202,8/11/2020,14/11/2020,Dengue ,354
203,15/11/2020,21/11/2020,Dengue ,258
204,22/11/2020,28/11/2020,Dengue ,279
205,29/11/2020,5/12/2020,Dengue ,228
206,6/12/2020,12/12/2020,Dengue ,227
207,13/12/2020,19/12/2020,Dengue ,236
208,20/12/2020,26/12/2020,Dengue ,196
209,27/12/2020,2/1/2021,Dengue ,193
1,1/1/2017,7/1/2017,DHF,0
2,8/1/2017,14/1/2017,DHF,1
3,15/1/2017,21/1/2017,DHF,1
4,22/1/2017,28/1/2017,DHF,0
5,29/1/2017,4/2/2017,DHF,0
6,5/2/2017,11/2/2017,DHF,0
7,12/2/2017,18/2/2017,DHF,2
8,19/2/2017,25/2/2017,DHF,0
9,26/2/2017,4/3/2017,DHF,0
10,5/3/2017,11/3/2017,DHF,0
11,12/3/2017,18/3/2017,DHF,1
12,19/3/2017,25/3/2017,DHF,0
13,26/3/2017,1/4/2017,DHF,1
14,2/4/2017,8/4/2017,DHF,0
15,9/4/2017,15/4/2017,DHF,0
16,16/4/2017,22/4/2017,DHF,0
17,23/4/2017,29/4/2017,DHF,0
18,30/4/2017,6/5/2017,DHF,0
19,7/5/2017,13/5/2017,DHF,0
20,14/5/2017,20/5/2017,DHF,2
21,21/5/2017,27/5/2017,DHF,0
22,28/5/2017,3/6/2017,DHF,0
23,4/6/2017,10/6/2017,DHF,0
24,11/6/2017,17/6/2017,DHF,1
25,18/6/2017,24/6/2017,DHF,0
26,25/6/2017,1/7/2017,DHF,0
27,2/7/2017,8/7/2017,DHF,0
28,9/7/2017,15/7/2017,DHF,0
29,16/7/2017,22/7/2017,DHF,0
30,23/7/2017,29/7/2017,DHF,1
31,30/7/2017,5/8/2017,DHF,0
32,6/8/2017,12/8/2017,DHF,0
33,13/8/2017,19/8/2017,DHF,1
34,20/8/2017,26/8/2017,DHF,1
35,27/8/2017,2/9/2017,DHF,0
36,3/9/2017,9/9/2017,DHF,0
37,10/9/2017,16/9/2017,DHF,0
38,17/9/2017,23/9/2017,DHF,1
39,24/9/2017,30/9/2017,DHF,0
40,1/10/2017,7/10/2017,DHF,1
41,8/10/2017,14/10/2017,DHF,0
42,15/10/2017,21/10/2017,DHF,1
43,22/10/2017,28/10/2017,DHF,0
44,29/10/2017,4/11/2017,DHF,0
45,5/11/2017,11/11/2017,DHF,0
46,12/11/2017,18/11/2017,DHF,0
47,19/11/2017,25/11/2017,DHF,0
48,26/11/2017,2/12/2017,DHF,1
49,3/12/2017,9/12/2017,DHF,1
50,10/12/2017,16/12/2017,DHF,0
51,17/12/2017,23/12/2017,DHF,0
52,24/12/2017,30/12/2017,DHF,0
53,31/12/2017,6/1/2018,DHF,0
54,7/1/2018,13/1/2018,DHF,0
55,14/1/2018,20/1/2018,DHF,0
56,21/1/2018,27/1/2018,DHF,0
57,28/1/2018,3/2/2018,DHF,0
58,4/2/2018,10/2/2018,DHF,0
59,11/2/2018,17/2/2018,DHF,0
60,18/2/2018,24/2/2018,DHF,1
61,25/2/2018,3/3/2018,DHF,0
62,4/3/2018,10/3/2018,DHF,0
63,11/3/2018,17/3/2018,DHF,2
64,18/3/2018,24/3/2018,DHF,0
65,25/3/2018,31/3/2018,DHF,0
66,1/4/2018,7/4/2018,DHF,0
67,8/4/2018,14/4/2018,DHF,0
68,15/4/2018,21/4/2018,DHF,0
69,22/4/2018,28/4/2018,DHF,1
70,29/4/2018,5/5/2018,DHF,3
71,6/5/2018,12/5/2018,DHF,0
72,13/5/2018,19/5/2018,DHF,1
73,20/5/2018,26/5/2018,DHF,1
74,27/5/2018,2/6/2018,DHF,2
75,3/6/2018,9/6/2018,DHF,0
76,10/6/2018,16/6/2018,DHF,0
77,17/6/2018,23/6/2018,DHF,2
78,24/6/2018,30/6/2018,DHF,1
79,1/7/2018,7/7/2018,DHF,2
80,8/7/2018,14/7/2018,DHF,0
81,15/7/2018,21/7/2018,DHF,0
82,22/7/2018,28/7/2018,DHF,0
83,29/7/2018,4/8/2018,DHF,1
84,5/8/2018,11/8/2018,DHF,0
85,12/8/2018,18/8/2018,DHF,1
86,19/8/2018,25/8/2018,DHF,2
87,26/8/2018,1/9/2018,DHF,0
88,2/9/2018,8/9/2018,DHF,1
89,9/9/2018,15/9/2018,DHF,0
90,16/9/2018,22/9/2018,DHF,0
91,23/9/2018,29/9/2018,DHF,0
92,30/9/2018,6/10/2018,DHF,0
93,7/10/2018,13/10/2018,DHF,0
94,14/10/2018,20/10/2018,DHF,2
95,21/10/2018,27/10/2018,DHF,0
96,28/10/2018,3/11/2018,DHF,0
97,4/11/2018,10/11/2018,DHF,0
98,11/11/2018,17/11/2018,DHF,0
99,18/11/2018,24/11/2018,DHF,0
100,25/11/2018,1/12/2018,DHF,0
101,2/12/2018,8/12/2018,DHF,1
102,9/12/2018,15/12/2018,DHF,1
103,16/12/2018,22/12/2018,DHF,1
104,23/12/2018,29/12/2018,DHF,0
105,30/12/2018,5/1/2019,DHF,2
106,6/1/2019,12/1/2019,DHF,0
107,13/1/2019,19/1/2019,DHF,8
108,20/1/2019,26/1/2019,DHF,1
109,27/1/2019,2/2/2019,DHF,3
110,3/2/2019,9/2/2019,DHF,3
111,10/2/2019,16/2/2019,DHF,3
112,17/2/2019,23/2/2019,DHF,1
113,24/2/2019,2/3/2019,DHF,1
114,3/3/2019,9/3/2019,DHF,1
115,10/3/2019,16/3/2019,DHF,0
116,17/3/2019,23/3/2019,DHF,1
117,24/3/2019,30/3/2019,DHF,1
118,31/3/2019,6/4/2019,DHF,0
119,7/4/2019,13/4/2019,DHF,0
120,14/4/2019,20/4/2019,DHF,1
121,21/4/2019,27/4/2019,DHF,1
122,28/4/2019,4/5/2019,DHF,2
123,5/5/2019,11/5/2019,DHF,0
124,12/5/2019,18/5/2019,DHF,2
125,19/5/2019,25/5/2019,DHF,2
126,26/5/2019,1/6/2019,DHF,1
127,2/6/2019,8/6/2019,DHF,4
128,9/6/2019,15/6/2019,DHF,3
129,16/6/2019,22/6/2019,DHF,3
130,23/6/2019,29/6/2019,DHF,5
131,30/6/2019,6/7/2019,DHF,2
132,7/7/2019,13/7/2019,DHF,2
133,14/7/2019,20/7/2019,DHF,2
134,21/7/2019,27/7/2019,DHF,4
135,28/7/2019,3/8/2019,DHF,2
136,4/8/2019,10/8/2019,DHF,2
137,11/8/2019,17/8/2019,DHF,2
138,18/8/2019,24/8/2019,DHF,0
139,25/8/2019,31/8/2019,DHF,2
140,1/9/2019,7/9/2019,DHF,1
141,8/9/2019,14/9/2019,DHF,3
142,15/9/2019,21/9/2019,DHF,2
143,22/9/2019,28/9/2019,DHF,3
144,29/9/2019,5/10/2019,DHF,3
145,6/10/2019,12/10/2019,DHF,1
146,13/10/2019,19/10/2019,DHF,0
147,20/10/2019,26/10/2019,DHF,1
148,27/10/2019,2/11/2019,DHF,2
149,3/11/2019,9/11/2019,DHF,1
150,10/11/2019,16/11/2019,DHF,1
151,17/11/2019,23/11/2019,DHF,2
152,24/11/2019,30/11/2019,DHF,0
153,1/12/2019,7/12/2019,DHF,1
154,8/12/2019,14/12/2019,DHF,0
155,15/12/2019,21/12/2019,DHF,0
156,22/12/2019,28/12/2019,DHF,0
157,29/12/2019,4/1/2020,DHF,1
158,5/1/2020,11/1/2020,DHF,1
159,12/1/2020,18/1/2020,DHF,2
160,19/1/2020,25/1/2020,DHF,2
161,26/1/2020,1/2/2020,DHF,0
162,2/2/2020,8/2/2020,DHF,0
163,9/2/2020,15/2/2020,DHF,2
164,16/2/2020,22/2/2020,DHF,1
165,23/2/2020,29/2/2020,DHF,1
166,1/3/2020,7/3/2020,DHF,0
167,8/3/2020,14/3/2020,DHF,0
168,15/3/2020,21/3/2020,DHF,1
169,22/3/2020,28/3/2020,DHF,0
170,29/3/2020,4/4/2020,DHF,0
171,5/4/2020,11/4/2020,DHF,2
172,12/4/2020,18/4/2020,DHF,0
173,19/4/2020,25/4/2020,DHF,1
174,26/4/2020,2/5/2020,DHF,0
175,3/5/2020,9/5/2020,DHF,5
176,10/5/2020,16/5/2020,DHF,2
177,17/5/2020,23/5/2020,DHF,1
178,24/5/2020,30/5/2020,DHF,1
179,31/5/2020,6/6/2020,DHF,0
180,7/6/2020,13/6/2020,DHF,2
181,14/6/2020,20/6/2020,DHF,2
182,21/6/2020,27/6/2020,DHF,0
183,28/6/2020,4/7/2020,DHF,4
184,5/7/2020,11/7/2020,DHF,2
185,12/7/2020,18/7/2020,DHF,4
186,19/7/2020,25/7/2020,DHF,1
187,26/7/2020,1/8/2020,DHF,2
188,2/8/2020,8/8/2020,DHF,0
189,9/8/2020,15/8/2020,DHF,3
190,16/8/2020,22/8/2020,DHF,2
191,23/8/2020,29/8/2020,DHF,1
192,30/8/2020,5/9/2020,DHF,1
193,6/9/2020,12/9/2020,DHF,0
194,13/9/2020,19/9/2020,DHF,0
195,20/9/2020,26/9/2020,DHF,1
196,27/9/2020,3/10/2020,DHF,0
197,4/10/2020,10/10/2020,DHF,1
198,11/10/2020,17/10/2020,DHF,1
199,18/10/2020,24/10/2020,DHF,2
200,25/10/2020,31/10/2020,DHF,0
201,1/11/2020,7/11/2020,DHF,0
202,8/11/2020,14/11/2020,DHF,1
203,15/11/2020,21/11/2020,DHF,0
204,22/11/2020,28/11/2020,DHF,0
205,29/11/2020,5/12/2020,DHF,0
206,6/12/2020,12/12/2020,DHF,0
207,13/12/2020,19/12/2020,DHF,0
208,20/12/2020,26/12/2020,DHF,0
209,27/12/2020,2/1/2021,DHF,1
1,1/1/2017,7/1/2017,Malaria,0
2,8/1/2017,14/1/2017,Malaria,0
3,15/1/2017,21/1/2017,Malaria,1
4,22/1/2017,28/1/2017,Malaria,0
5,29/1/2017,4/2/2017,Malaria,0
6,5/2/2017,11/2/2017,Malaria,1
7,12/2/2017,18/2/2017,Malaria,0
8,19/2/2017,25/2/2017,Malaria,0
9,26/2/2017,4/3/2017,Malaria,0
10,5/3/2017,11/3/2017,Malaria,1
11,12/3/2017,18/3/2017,Malaria,1
12,19/3/2017,25/3/2017,Malaria,0
13,26/3/2017,1/4/2017,Malaria,0
14,2/4/2017,8/4/2017,Malaria,1
15,9/4/2017,15/4/2017,Malaria,1
16,16/4/2017,22/4/2017,Malaria,2
17,23/4/2017,29/4/2017,Malaria,0
18,30/4/2017,6/5/2017,Malaria,2
19,7/5/2017,13/5/2017,Malaria,0
20,14/5/2017,20/5/2017,Malaria,0
21,21/5/2017,27/5/2017,Malaria,2
22,28/5/2017,3/6/2017,Malaria,0
23,4/6/2017,10/6/2017,Malaria,0
24,11/6/2017,17/6/2017,Malaria,0
25,18/6/2017,24/6/2017,Malaria,1
26,25/6/2017,1/7/2017,Malaria,1
27,2/7/2017,8/7/2017,Malaria,3
28,9/7/2017,15/7/2017,Malaria,0
29,16/7/2017,22/7/2017,Malaria,0
30,23/7/2017,29/7/2017,Malaria,1
31,30/7/2017,5/8/2017,Malaria,1
32,6/8/2017,12/8/2017,Malaria,1
33,13/8/2017,19/8/2017,Malaria,1
34,20/8/2017,26/8/2017,Malaria,1
35,27/8/2017,2/9/2017,Malaria,3
36,3/9/2017,9/9/2017,Malaria,1
37,10/9/2017,16/9/2017,Malaria,1
38,17/9/2017,23/9/2017,Malaria,1
39,24/9/2017,30/9/2017,Malaria,0
40,1/10/2017,7/10/2017,Malaria,1
41,8/10/2017,14/10/2017,Malaria,0
42,15/10/2017,21/10/2017,Malaria,1
43,22/10/2017,28/10/2017,Malaria,1
44,29/10/2017,4/11/2017,Malaria,1
45,5/11/2017,11/11/2017,Malaria,1
46,12/11/2017,18/11/2017,Malaria,1
47,19/11/2017,25/11/2017,Malaria,1
48,26/11/2017,2/12/2017,Malaria,2
49,3/12/2017,9/12/2017,Malaria,2
50,10/12/2017,16/12/2017,Malaria,0
51,17/12/2017,23/12/2017,Malaria,0
52,24/12/2017,30/12/2017,Malaria,0
53,31/12/2017,6/1/2018,Malaria,2
54,7/1/2018,13/1/2018,Malaria,1
55,14/1/2018,20/1/2018,Malaria,0
56,21/1/2018,27/1/2018,Malaria,0
57,28/1/2018,3/2/2018,Malaria,0
58,4/2/2018,10/2/2018,Malaria,0
59,11/2/2018,17/2/2018,Malaria,0
