Country Name,Indicator Name,Year,Death Rate
Guinea-Bissau,"Death rate, crude (per 1,000 people)",1965,27.523
Equatorial Guinea,"Death rate, crude (per 1,000 people)",1965,22.323
Greece,"Death rate, crude (per 1,000 people)",1965,7.9
Grenada,"Death rate, crude (per 1,000 people)",1965,8.772
Greenland,"Death rate, crude (per 1,000 people)",1965,
Guatemala,"Death rate, crude (per 1,000 people)",1965,17.13
Guam,"Death rate, crude (per 1,000 people)",1965,5.971
Guyana,"Death rate, crude (per 1,000 people)",1965,9.571
High income,"Death rate, crude (per 1,000 people)",1965,9.275660065
"Hong Kong SAR, China","Death rate, crude (per 1,000 people)",1965,5.0
Honduras,"Death rate, crude (per 1,000 people)",1965,15.61
Heavily indebted poor countries (HIPC),"Death rate, crude (per 1,000 people)",1965,22.41777935
Croatia,"Death rate, crude (per 1,000 people)",1965,9.3
Haiti,"Death rate, crude (per 1,000 people)",1965,19.601
Hungary,"Death rate, crude (per 1,000 people)",1965,10.7
IBRD only,"Death rate, crude (per 1,000 people)",1965,13.20388666
IDA & IBRD total,"Death rate, crude (per 1,000 people)",1965,14.49672644
IDA total,"Death rate, crude (per 1,000 people)",1965,20.56826067
IDA blend,"Death rate, crude (per 1,000 people)",1965,19.68968268
Indonesia,"Death rate, crude (per 1,000 people)",1965,20.958
IDA only,"Death rate, crude (per 1,000 people)",1965,20.95605114
Isle of Man,"Death rate, crude (per 1,000 people)",1965,17.555
India,"Death rate, crude (per 1,000 people)",1965,19.642
Not classified,"Death rate, crude (per 1,000 people)",1965,
Ireland,"Death rate, crude (per 1,000 people)",1965,11.5
"Iran, Islamic Rep.","Death rate, crude (per 1,000 people)",1965,19.593
Iraq,"Death rate, crude (per 1,000 people)",1965,13.208
Iceland,"Death rate, crude (per 1,000 people)",1965,6.7
Israel,"Death rate, crude (per 1,000 people)",1965,6.3
Italy,"Death rate, crude (per 1,000 people)",1965,9.9
Jamaica,"Death rate, crude (per 1,000 people)",1965,8.5
Jordan,"Death rate, crude (per 1,000 people)",1965,12.266
Japan,"Death rate, crude (per 1,000 people)",1965,7.1
Kazakhstan,"Death rate, crude (per 1,000 people)",1965,11.203
Kenya,"Death rate, crude (per 1,000 people)",1965,15.733
Kyrgyz Republic,"Death rate, crude (per 1,000 people)",1965,14.053
Cambodia,"Death rate, crude (per 1,000 people)",1965,18.545
Kiribati,"Death rate, crude (per 1,000 people)",1965,16.291
St. Kitts and Nevis,"Death rate, crude (per 1,000 people)",1965,12.441
"Korea, Rep.","Death rate, crude (per 1,000 people)",1965,10.074
Kuwait,"Death rate, crude (per 1,000 people)",1965,8.127
Latin America & Caribbean (excluding high income),"Death rate, crude (per 1,000 people)",1965,12.08353843
Lao PDR,"Death rate, crude (per 1,000 people)",1965,21.65
Lebanon,"Death rate, crude (per 1,000 people)",1965,8.642
Liberia,"Death rate, crude (per 1,000 people)",1965,25.52
Libya,"Death rate, crude (per 1,000 people)",1965,18.986
St. Lucia,"Death rate, crude (per 1,000 people)",1965,10.729
Latin America & Caribbean,"Death rate, crude (per 1,000 people)",1965,11.72320182
Least developed countries: UN classification,"Death rate, crude (per 1,000 people)",1965,22.00406082
Low income,"Death rate, crude (per 1,000 people)",1965,22.44175812
Liechtenstein,"Death rate, crude (per 1,000 people)",1965,8.1
Sri Lanka,"Death rate, crude (per 1,000 people)",1965,9.206
Lower middle income,"Death rate, crude (per 1,000 people)",1965,18.79039137
Low & middle income,"Death rate, crude (per 1,000 people)",1965,15.04902367
Lesotho,"Death rate, crude (per 1,000 people)",1965,16.859
Late-demographic dividend,"Death rate, crude (per 1,000 people)",1965,9.780119112
Lithuania,"Death rate, crude (per 1,000 people)",1965,7.9
Luxembourg,"Death rate, crude (per 1,000 people)",1965,12.2
Latvia,"Death rate, crude (per 1,000 people)",1965,10.1
"Macao SAR, China","Death rate, crude (per 1,000 people)",1965,7.081
St. Martin (French part),"Death rate, crude (per 1,000 people)",1965,6.33
Morocco,"Death rate, crude (per 1,000 people)",1965,19.004
Monaco,"Death rate, crude (per 1,000 people)",1965,
Moldova,"Death rate, crude (per 1,000 people)",1965,9.763
Madagascar,"Death rate, crude (per 1,000 people)",1965,19.651
Maldives,"Death rate, crude (per 1,000 people)",1965,24.259
Middle East & North Africa,"Death rate, crude (per 1,000 people)",1965,18.64628953
Mexico,"Death rate, crude (per 1,000 people)",1965,11.084
Marshall Islands,"Death rate, crude (per 1,000 people)",1965,14.013
Middle income,"Death rate, crude (per 1,000 people)",1965,14.53510104
North Macedonia,"Death rate, crude (per 1,000 people)",1965,10.4
Mali,"Death rate, crude (per 1,000 people)",1965,34.091
Malta,"Death rate, crude (per 1,000 people)",1965,9.4
Myanmar,"Death rate, crude (per 1,000 people)",1965,17.762
Middle East & North Africa (excluding high income),"Death rate, crude (per 1,000 people)",1965,19.01322781
Montenegro,"Death rate, crude (per 1,000 people)",1965,8.024
Mongolia,"Death rate, crude (per 1,000 people)",1965,20.745
Northern Mariana Islands,"Death rate, crude (per 1,000 people)",1965,
Mozambique,"Death rate, crude (per 1,000 people)",1965,22.801
Mauritania,"Death rate, crude (per 1,000 people)",1965,17.035
Mauritius,"Death rate, crude (per 1,000 people)",1965,8.8
Malawi,"Death rate, crude (per 1,000 people)",1965,29.611
Malaysia,"Death rate, crude (per 1,000 people)",1965,8.257
North America,"Death rate, crude (per 1,000 people)",1965,9.234469416
Namibia,"Death rate, crude (per 1,000 people)",1965,16.047
New Caledonia,"Death rate, crude (per 1,000 people)",1965,8.7
Niger,"Death rate, crude (per 1,000 people)",1965,27.244
Nigeria,"Death rate, crude (per 1,000 people)",1965,25.207
Nicaragua,"Death rate, crude (per 1,000 people)",1965,15.64
Netherlands,"Death rate, crude (per 1,000 people)",1965,8.0
Norway,"Death rate, crude (per 1,000 people)",1965,9.4
Nepal,"Death rate, crude (per 1,000 people)",1965,23.257
Nauru,"Death rate, crude (per 1,000 people)",1965,9.182
New Zealand,"Death rate, crude (per 1,000 people)",1965,8.72
OECD members,"Death rate, crude (per 1,000 people)",1965,9.865986694
Oman,"Death rate, crude (per 1,000 people)",1965,24.507
Other small states,"Death rate, crude (per 1,000 people)",1965,13.50352298
Pakistan,"Death rate, crude (per 1,000 people)",1965,17.286
Panama,"Death rate, crude (per 1,000 people)",1965,8.525
Peru,"Death rate, crude (per 1,000 people)",1965,15.501
Philippines,"Death rate, crude (per 1,000 people)",1965,9.071
Palau,"Death rate, crude (per 1,000 people)",1965,
Papua New Guinea,"Death rate, crude (per 1,000 people)",1965,14.671
Poland,"Death rate, crude (per 1,000 people)",1965,7.4
Pre-demographic dividend,"Death rate, crude (per 1,000 people)",1965,23.27635049
Puerto Rico,"Death rate, crude (per 1,000 people)",1965,6.8
"Korea, Dem. People's Rep.","Death rate, crude (per 1,000 people)",1965,10.765
Portugal,"Death rate, crude (per 1,000 people)",1965,10.6
Paraguay,"Death rate, crude (per 1,000 people)",1965,9.6
West Bank and Gaza,"Death rate, crude (per 1,000 people)",1965,
Pacific island small states,"Death rate, crude (per 1,000 people)",1965,10.57377311
Post-demographic dividend,"Death rate, crude (per 1,000 people)",1965,9.496478683
French Polynesia,"Death rate, crude (per 1,000 people)",1965,8.73
Qatar,"Death rate, crude (per 1,000 people)",1965,8.843
Romania,"Death rate, crude (per 1,000 people)",1965,8.6
Russian Federation,"Death rate, crude (per 1,000 people)",1965,7.72
Rwanda,"Death rate, crude (per 1,000 people)",1965,17.619
South Asia,"Death rate, crude (per 1,000 people)",1965,19.45525564
Saudi Arabia,"Death rate, crude (per 1,000 people)",1965,18.542
Sudan,"Death rate, crude (per 1,000 people)",1965,17.755
Senegal,"Death rate, crude (per 1,000 people)",1965,24.702
Singapore,"Death rate, crude (per 1,000 people)",1965,5.4
Solomon Islands,"Death rate, crude (per 1,000 people)",1965,14.801
Sierra Leone,"Death rate, crude (per 1,000 people)",1965,28.747
El Salvador,"Death rate, crude (per 1,000 people)",1965,16.189
San Marino,"Death rate, crude (per 1,000 people)",1965,
Somalia,"Death rate, crude (per 1,000 people)",1965,20.153
Serbia,"Death rate, crude (per 1,000 people)",1965,8.705
Sub-Saharan Africa (excluding high income),"Death rate, crude (per 1,000 people)",1965,21.94450251
South Sudan,"Death rate, crude (per 1,000 people)",1965,35.94
Sub-Saharan Africa,"Death rate, crude (per 1,000 people)",1965,21.94450251
Small states,"Death rate, crude (per 1,000 people)",1965,12.33282609
Sao Tome and Principe,"Death rate, crude (per 1,000 people)",1965,17.317
Suriname,"Death rate, crude (per 1,000 people)",1965,11.68
Slovak Republic,"Death rate, crude (per 1,000 people)",1965,8.2
Slovenia,"Death rate, crude (per 1,000 people)",1965,9.7
Sweden,"Death rate, crude (per 1,000 people)",1965,10.1
Eswatini,"Death rate, crude (per 1,000 people)",1965,17.267
Sint Maarten (Dutch part),"Death rate, crude (per 1,000 people)",1965,8.514
Seychelles,"Death rate, crude (per 1,000 people)",1965,
Syrian Arab Republic,"Death rate, crude (per 1,000 people)",1965,13.081
Turks and Caicos Islands,"Death rate, crude (per 1,000 people)",1965,11.193
Chad,"Death rate, crude (per 1,000 people)",1965,25.412
East Asia & Pacific (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1965,11.18340814
Europe & Central Asia (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1965,9.095903822
Togo,"Death rate, crude (per 1,000 people)",1965,21.185
Thailand,"Death rate, crude (per 1,000 people)",1965,12.342
Tajikistan,"Death rate, crude (per 1,000 people)",1965,14.869
Turkmenistan,"Death rate, crude (per 1,000 people)",1965,14.619
Latin America & the Caribbean (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1965,11.91279701
Timor-Leste,"Death rate, crude (per 1,000 people)",1965,28.337
Middle East & North Africa (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1965,19.01322781
Tonga,"Death rate, crude (per 1,000 people)",1965,9.03
South Asia (IDA & IBRD),"Death rate, crude (per 1,000 people)",1965,19.45525564
Sub-Saharan Africa (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1965,21.94450251
Trinidad and Tobago,"Death rate, crude (per 1,000 people)",1965,7.68
Tunisia,"Death rate, crude (per 1,000 people)",1965,17.886
Turkiye,"Death rate, crude (per 1,000 people)",1965,14.919
Tuvalu,"Death rate, crude (per 1,000 people)",1965,16.868
Tanzania,"Death rate, crude (per 1,000 people)",1965,20.225
Uganda,"Death rate, crude (per 1,000 people)",1965,17.175
Ukraine,"Death rate, crude (per 1,000 people)",1965,7.979
Upper middle income,"Death rate, crude (per 1,000 people)",1965,11.38440955
Uruguay,"Death rate, crude (per 1,000 people)",1965,9.604
United States,"Death rate, crude (per 1,000 people)",1965,9.4
Uzbekistan,"Death rate, crude (per 1,000 people)",1965,12.995
St. Vincent and the Grenadines,"Death rate, crude (per 1,000 people)",1965,9.072
"Venezuela, RB","Death rate, crude (per 1,000 people)",1965,8.38
British Virgin Islands,"Death rate, crude (per 1,000 people)",1965,8.633
Virgin Islands (U.S.),"Death rate, crude (per 1,000 people)",1965,8.4
Viet Nam,"Death rate, crude (per 1,000 people)",1965,11.676
Vanuatu,"Death rate, crude (per 1,000 people)",1965,14.109
World,"Death rate, crude (per 1,000 people)",1965,13.35729055
Samoa,"Death rate, crude (per 1,000 people)",1965,10.275
Kosovo,"Death rate, crude (per 1,000 people)",1965,9.379
"Yemen, Rep.","Death rate, crude (per 1,000 people)",1965,31.544
South Africa,"Death rate, crude (per 1,000 people)",1965,13.097
Zambia,"Death rate, crude (per 1,000 people)",1965,16.234
Zimbabwe,"Death rate, crude (per 1,000 people)",1965,12.566
Aruba,"Death rate, crude (per 1,000 people)",1966,6.047
Africa Eastern and Southern,"Death rate, crude (per 1,000 people)",1966,20.04754206
Afghanistan,"Death rate, crude (per 1,000 people)",1966,28.872
Africa Western and Central,"Death rate, crude (per 1,000 people)",1966,24.71783863
Angola,"Death rate, crude (per 1,000 people)",1966,25.92
Albania,"Death rate, crude (per 1,000 people)",1966,11.396
Andorra,"Death rate, crude (per 1,000 people)",1966,
Arab World,"Death rate, crude (per 1,000 people)",1966,18.4698469
United Arab Emirates,"Death rate, crude (per 1,000 people)",1966,10.966
Argentina,"Death rate, crude (per 1,000 people)",1966,9.001
Armenia,"Death rate, crude (per 1,000 people)",1966,9.489
American Samoa,"Death rate, crude (per 1,000 people)",1966,
Antigua and Barbuda,"Death rate, crude (per 1,000 people)",1966,7.108
Australia,"Death rate, crude (per 1,000 people)",1966,8.9
Austria,"Death rate, crude (per 1,000 people)",1966,12.5
Azerbaijan,"Death rate, crude (per 1,000 people)",1966,12.02
Burundi,"Death rate, crude (per 1,000 people)",1966,21.133
Belgium,"Death rate, crude (per 1,000 people)",1966,12.1
Benin,"Death rate, crude (per 1,000 people)",1966,25.915
Burkina Faso,"Death rate, crude (per 1,000 people)",1966,25.999
Bangladesh,"Death rate, crude (per 1,000 people)",1966,18.052
Bulgaria,"Death rate, crude (per 1,000 people)",1966,8.3
Bahrain,"Death rate, crude (per 1,000 people)",1966,9.251
"Bahamas, The","Death rate, crude (per 1,000 people)",1966,7.117
Bosnia and Herzegovina,"Death rate, crude (per 1,000 people)",1966,7.49
Belarus,"Death rate, crude (per 1,000 people)",1966,7.379
Belize,"Death rate, crude (per 1,000 people)",1966,10.543
Bermuda,"Death rate, crude (per 1,000 people)",1966,7.2
Bolivia,"Death rate, crude (per 1,000 people)",1966,20.793
Brazil,"Death rate, crude (per 1,000 people)",1966,11.968
Barbados,"Death rate, crude (per 1,000 people)",1966,8.255
Brunei Darussalam,"Death rate, crude (per 1,000 people)",1966,7.827
Bhutan,"Death rate, crude (per 1,000 people)",1966,26.556
Botswana,"Death rate, crude (per 1,000 people)",1966,14.343
Central African Republic,"Death rate, crude (per 1,000 people)",1966,22.4
Canada,"Death rate, crude (per 1,000 people)",1966,7.5
Central Europe and the Baltics,"Death rate, crude (per 1,000 people)",1966,8.51306874
Switzerland,"Death rate, crude (per 1,000 people)",1966,9.4
Channel Islands,"Death rate, crude (per 1,000 people)",1966,11.73826174
Chile,"Death rate, crude (per 1,000 people)",1966,9.647
China,"Death rate, crude (per 1,000 people)",1966,8.83
Cote d'Ivoire,"Death rate, crude (per 1,000 people)",1966,23.484
Cameroon,"Death rate, crude (per 1,000 people)",1966,20.973
"Congo, Dem. Rep.","Death rate, crude (per 1,000 people)",1966,22.149
"Congo, Rep.","Death rate, crude (per 1,000 people)",1966,15.004
Colombia,"Death rate, crude (per 1,000 people)",1966,9.711
Comoros,"Death rate, crude (per 1,000 people)",1966,22.743
Cabo Verde,"Death rate, crude (per 1,000 people)",1966,15.446
Costa Rica,"Death rate, crude (per 1,000 people)",1966,8.192
Caribbean small states,"Death rate, crude (per 1,000 people)",1966,9.466530643
Cuba,"Death rate, crude (per 1,000 people)",1966,7.693
Curacao,"Death rate, crude (per 1,000 people)",1966,7.222
Cayman Islands,"Death rate, crude (per 1,000 people)",1966,
Cyprus,"Death rate, crude (per 1,000 people)",1966,8.807
Czechia,"Death rate, crude (per 1,000 people)",1966,10.8
Germany,"Death rate, crude (per 1,000 people)",1966,11.9
Djibouti,"Death rate, crude (per 1,000 people)",1966,18.887
Dominica,"Death rate, crude (per 1,000 people)",1966,10.552
Denmark,"Death rate, crude (per 1,000 people)",1966,10.3
Dominican Republic,"Death rate, crude (per 1,000 people)",1966,13.619
Algeria,"Death rate, crude (per 1,000 people)",1966,23.215
East Asia & Pacific (excluding high income),"Death rate, crude (per 1,000 people)",1966,10.20500671
Early-demographic dividend,"Death rate, crude (per 1,000 people)",1966,17.46220075
East Asia & Pacific,"Death rate, crude (per 1,000 people)",1966,9.801464165
Europe & Central Asia (excluding high income),"Death rate, crude (per 1,000 people)",1966,10.67537397
Europe & Central Asia,"Death rate, crude (per 1,000 people)",1966,9.849423708
Ecuador,"Death rate, crude (per 1,000 people)",1966,13.267
"Egypt, Arab Rep.","Death rate, crude (per 1,000 people)",1966,17.774
Euro area,"Death rate, crude (per 1,000 people)",1966,10.36428448
Eritrea,"Death rate, crude (per 1,000 people)",1966,23.59
Spain,"Death rate, crude (per 1,000 people)",1966,8.4
Estonia,"Death rate, crude (per 1,000 people)",1966,10.5
Ethiopia,"Death rate, crude (per 1,000 people)",1966,23.934
European Union,"Death rate, crude (per 1,000 people)",1966,9.95123124
Fragile and conflict affected situations,"Death rate, crude (per 1,000 people)",1966,19.58690705
Finland,"Death rate, crude (per 1,000 people)",1966,9.5
Fiji,"Death rate, crude (per 1,000 people)",1966,7.912
France,"Death rate, crude (per 1,000 people)",1966,11.0
Faroe Islands,"Death rate, crude (per 1,000 people)",1966,
"Micronesia, Fed. Sts.","Death rate, crude (per 1,000 people)",1966,10.376
Gabon,"Death rate, crude (per 1,000 people)",1966,18.612
United Kingdom,"Death rate, crude (per 1,000 people)",1966,11.8
Georgia,"Death rate, crude (per 1,000 people)",1966,10.931
Ghana,"Death rate, crude (per 1,000 people)",1966,18.621
Gibraltar,"Death rate, crude (per 1,000 people)",1966,8.694
Guinea,"Death rate, crude (per 1,000 people)",1966,26.82
"Gambia, The","Death rate, crude (per 1,000 people)",1966,26.139
Guinea-Bissau,"Death rate, crude (per 1,000 people)",1966,26.882
Equatorial Guinea,"Death rate, crude (per 1,000 people)",1966,22.142
Greece,"Death rate, crude (per 1,000 people)",1966,7.9
Grenada,"Death rate, crude (per 1,000 people)",1966,8.78
Greenland,"Death rate, crude (per 1,000 people)",1966,
Guatemala,"Death rate, crude (per 1,000 people)",1966,17.09
Guam,"Death rate, crude (per 1,000 people)",1966,6.118
Guyana,"Death rate, crude (per 1,000 people)",1966,9.416
High income,"Death rate, crude (per 1,000 people)",1966,9.207392862
"Hong Kong SAR, China","Death rate, crude (per 1,000 people)",1966,5.3
Honduras,"Death rate, crude (per 1,000 people)",1966,15.086
Heavily indebted poor countries (HIPC),"Death rate, crude (per 1,000 people)",1966,22.46018995
Croatia,"Death rate, crude (per 1,000 people)",1966,8.8
Haiti,"Death rate, crude (per 1,000 people)",1966,19.351
Hungary,"Death rate, crude (per 1,000 people)",1966,10.0
IBRD only,"Death rate, crude (per 1,000 people)",1966,12.63298743
IDA & IBRD total,"Death rate, crude (per 1,000 people)",1966,13.96721328
IDA total,"Death rate, crude (per 1,000 people)",1966,20.21645754
IDA blend,"Death rate, crude (per 1,000 people)",1966,19.16724848
Indonesia,"Death rate, crude (per 1,000 people)",1966,16.791
IDA only,"Death rate, crude (per 1,000 people)",1966,20.67965191
Isle of Man,"Death rate, crude (per 1,000 people)",1966,17.551
India,"Death rate, crude (per 1,000 people)",1966,19.342
Not classified,"Death rate, crude (per 1,000 people)",1966,
Ireland,"Death rate, crude (per 1,000 people)",1966,12.2
"Iran, Islamic Rep.","Death rate, crude (per 1,000 people)",1966,18.938
Iraq,"Death rate, crude (per 1,000 people)",1966,12.78
Iceland,"Death rate, crude (per 1,000 people)",1966,7.1
Israel,"Death rate, crude (per 1,000 people)",1966,6.3
Italy,"Death rate, crude (per 1,000 people)",1966,9.4
Jamaica,"Death rate, crude (per 1,000 people)",1966,8.421
Jordan,"Death rate, crude (per 1,000 people)",1966,11.885
Japan,"Death rate, crude (per 1,000 people)",1966,6.8
Kazakhstan,"Death rate, crude (per 1,000 people)",1966,10.94
Kenya,"Death rate, crude (per 1,000 people)",1966,15.339
Kyrgyz Republic,"Death rate, crude (per 1,000 people)",1966,13.486
Cambodia,"Death rate, crude (per 1,000 people)",1966,18.096
Kiribati,"Death rate, crude (per 1,000 people)",1966,15.66
St. Kitts and Nevis,"Death rate, crude (per 1,000 people)",1966,12.222
"Korea, Rep.","Death rate, crude (per 1,000 people)",1966,9.355
Kuwait,"Death rate, crude (per 1,000 people)",1966,7.607
Latin America & Caribbean (excluding high income),"Death rate, crude (per 1,000 people)",1966,11.7837674
Lao PDR,"Death rate, crude (per 1,000 people)",1966,21.635
Lebanon,"Death rate, crude (per 1,000 people)",1966,8.485
Liberia,"Death rate, crude (per 1,000 people)",1966,25.296
Libya,"Death rate, crude (per 1,000 people)",1966,17.846
St. Lucia,"Death rate, crude (per 1,000 people)",1966,10.142
Latin America & Caribbean,"Death rate, crude (per 1,000 people)",1966,11.43906157
Least developed countries: UN classification,"Death rate, crude (per 1,000 people)",1966,21.73791401
Low income,"Death rate, crude (per 1,000 people)",1966,22.6320058
Liechtenstein,"Death rate, crude (per 1,000 people)",1966,7.8
Sri Lanka,"Death rate, crude (per 1,000 people)",1966,8.884
Lower middle income,"Death rate, crude (per 1,000 people)",1966,18.39150482
Low & middle income,"Death rate, crude (per 1,000 people)",1966,14.46561087
Lesotho,"Death rate, crude (per 1,000 people)",1966,16.707
Late-demographic dividend,"Death rate, crude (per 1,000 people)",1966,9.317869879
Lithuania,"Death rate, crude (per 1,000 people)",1966,7.9
Luxembourg,"Death rate, crude (per 1,000 people)",1966,12.1
Latvia,"Death rate, crude (per 1,000 people)",1966,10.2
"Macao SAR, China","Death rate, crude (per 1,000 people)",1966,6.737
St. Martin (French part),"Death rate, crude (per 1,000 people)",1966,5.866
Morocco,"Death rate, crude (per 1,000 people)",1966,18.441
Monaco,"Death rate, crude (per 1,000 people)",1966,
Moldova,"Death rate, crude (per 1,000 people)",1966,9.755
Madagascar,"Death rate, crude (per 1,000 people)",1966,19.368
Maldives,"Death rate, crude (per 1,000 people)",1966,23.435
Middle East & North Africa,"Death rate, crude (per 1,000 people)",1966,18.18656923
Mexico,"Death rate, crude (per 1,000 people)",1966,10.759
Marshall Islands,"Death rate, crude (per 1,000 people)",1966,13.801
Middle income,"Death rate, crude (per 1,000 people)",1966,13.89800353
North Macedonia,"Death rate, crude (per 1,000 people)",1966,9.406
Mali,"Death rate, crude (per 1,000 people)",1966,33.869
Malta,"Death rate, crude (per 1,000 people)",1966,9.1
Myanmar,"Death rate, crude (per 1,000 people)",1966,17.085
Middle East & North Africa (excluding high income),"Death rate, crude (per 1,000 people)",1966,18.55173687
Montenegro,"Death rate, crude (per 1,000 people)",1966,7.626
Mongolia,"Death rate, crude (per 1,000 people)",1966,20.038
Northern Mariana Islands,"Death rate, crude (per 1,000 people)",1966,
Mozambique,"Death rate, crude (per 1,000 people)",1966,22.79
Mauritania,"Death rate, crude (per 1,000 people)",1966,16.622
Mauritius,"Death rate, crude (per 1,000 people)",1966,9.0
Malawi,"Death rate, crude (per 1,000 people)",1966,29.5
Malaysia,"Death rate, crude (per 1,000 people)",1966,7.97
North America,"Death rate, crude (per 1,000 people)",1966,9.314393586
Namibia,"Death rate, crude (per 1,000 people)",1966,15.749
New Caledonia,"Death rate, crude (per 1,000 people)",1966,9.45
Niger,"Death rate, crude (per 1,000 people)",1966,27.173
Nigeria,"Death rate, crude (per 1,000 people)",1966,25.111
Nicaragua,"Death rate, crude (per 1,000 people)",1966,14.914
Netherlands,"Death rate, crude (per 1,000 people)",1966,8.1
Norway,"Death rate, crude (per 1,000 people)",1966,9.6
Nepal,"Death rate, crude (per 1,000 people)",1966,22.872
Nauru,"Death rate, crude (per 1,000 people)",1966,8.926
New Zealand,"Death rate, crude (per 1,000 people)",1966,8.86
OECD members,"Death rate, crude (per 1,000 people)",1966,9.755398529
Oman,"Death rate, crude (per 1,000 people)",1966,23.422
Other small states,"Death rate, crude (per 1,000 people)",1966,13.31936928
Pakistan,"Death rate, crude (per 1,000 people)",1966,16.323
Panama,"Death rate, crude (per 1,000 people)",1966,8.379
Peru,"Death rate, crude (per 1,000 people)",1966,15.166
Philippines,"Death rate, crude (per 1,000 people)",1966,8.885
Palau,"Death rate, crude (per 1,000 people)",1966,
Papua New Guinea,"Death rate, crude (per 1,000 people)",1966,14.196
Poland,"Death rate, crude (per 1,000 people)",1966,7.4
Pre-demographic dividend,"Death rate, crude (per 1,000 people)",1966,23.0906979
Puerto Rico,"Death rate, crude (per 1,000 people)",1966,6.7
"Korea, Dem. People's Rep.","Death rate, crude (per 1,000 people)",1966,10.433
Portugal,"Death rate, crude (per 1,000 people)",1966,11.2
Paraguay,"Death rate, crude (per 1,000 people)",1966,9.539
West Bank and Gaza,"Death rate, crude (per 1,000 people)",1966,
Pacific island small states,"Death rate, crude (per 1,000 people)",1966,10.23630098
Post-demographic dividend,"Death rate, crude (per 1,000 people)",1966,9.423817692
French Polynesia,"Death rate, crude (per 1,000 people)",1966,8.504
Qatar,"Death rate, crude (per 1,000 people)",1966,8.389
Romania,"Death rate, crude (per 1,000 people)",1966,8.2
Russian Federation,"Death rate, crude (per 1,000 people)",1966,7.803
Rwanda,"Death rate, crude (per 1,000 people)",1966,17.591
South Asia,"Death rate, crude (per 1,000 people)",1966,19.00664184
Saudi Arabia,"Death rate, crude (per 1,000 people)",1966,18.054
Sudan,"Death rate, crude (per 1,000 people)",1966,19.239
Senegal,"Death rate, crude (per 1,000 people)",1966,24.544
Singapore,"Death rate, crude (per 1,000 people)",1966,5.4
Solomon Islands,"Death rate, crude (per 1,000 people)",1966,14.311
Sierra Leone,"Death rate, crude (per 1,000 people)",1966,28.292
El Salvador,"Death rate, crude (per 1,000 people)",1966,16.061
San Marino,"Death rate, crude (per 1,000 people)",1966,
Somalia,"Death rate, crude (per 1,000 people)",1966,19.969
Serbia,"Death rate, crude (per 1,000 people)",1966,8.503
Sub-Saharan Africa (excluding high income),"Death rate, crude (per 1,000 people)",1966,22.00240199
South Sudan,"Death rate, crude (per 1,000 people)",1966,40.669
Sub-Saharan Africa,"Death rate, crude (per 1,000 people)",1966,22.00240199
Small states,"Death rate, crude (per 1,000 people)",1966,12.11841392
Sao Tome and Principe,"Death rate, crude (per 1,000 people)",1966,15.745
Suriname,"Death rate, crude (per 1,000 people)",1966,11.283
Slovak Republic,"Death rate, crude (per 1,000 people)",1966,8.2
Slovenia,"Death rate, crude (per 1,000 people)",1966,9.1
Sweden,"Death rate, crude (per 1,000 people)",1966,10.0
Eswatini,"Death rate, crude (per 1,000 people)",1966,16.825
Sint Maarten (Dutch part),"Death rate, crude (per 1,000 people)",1966,7.337
Seychelles,"Death rate, crude (per 1,000 people)",1966,
Syrian Arab Republic,"Death rate, crude (per 1,000 people)",1966,12.628
Turks and Caicos Islands,"Death rate, crude (per 1,000 people)",1966,11.321
Chad,"Death rate, crude (per 1,000 people)",1966,25.278
East Asia & Pacific (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1966,10.20190559
Europe & Central Asia (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1966,9.050265316
Togo,"Death rate, crude (per 1,000 people)",1966,20.831
Thailand,"Death rate, crude (per 1,000 people)",1966,11.958
Tajikistan,"Death rate, crude (per 1,000 people)",1966,14.47
Turkmenistan,"Death rate, crude (per 1,000 people)",1966,14.071
Latin America & the Caribbean (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1966,11.62148096
Timor-Leste,"Death rate, crude (per 1,000 people)",1966,27.641
Middle East & North Africa (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1966,18.55173687
Tonga,"Death rate, crude (per 1,000 people)",1966,8.678
South Asia (IDA & IBRD),"Death rate, crude (per 1,000 people)",1966,19.00664184
Sub-Saharan Africa (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1966,22.00240199
Trinidad and Tobago,"Death rate, crude (per 1,000 people)",1966,7.613
Tunisia,"Death rate, crude (per 1,000 people)",1966,17.168
Turkiye,"Death rate, crude (per 1,000 people)",1966,14.479
Tuvalu,"Death rate, crude (per 1,000 people)",1966,16.143
Tanzania,"Death rate, crude (per 1,000 people)",1966,19.957
Uganda,"Death rate, crude (per 1,000 people)",1966,17.095
Ukraine,"Death rate, crude (per 1,000 people)",1966,8.217
Upper middle income,"Death rate, crude (per 1,000 people)",1966,10.57999525
Uruguay,"Death rate, crude (per 1,000 people)",1966,9.579
United States,"Death rate, crude (per 1,000 people)",1966,9.5
